,_9m
1229,0.29473740338883747
1230,0.2918376631223092
1231,0.28711828500764547
1232,0.2827486092494649
1233,0.2777811461986479
1234,0.27171363601911214
1235,0.26564356897788155
1236,0.2595709434523714
1237,0.25276349875108384
1238,0.24588310677507774
1239,0.24278677175808827
1240,0.23911028156924896
1241,0.23628623533531457
1242,0.23346109097302392
1243,0.2306348478375062
1244,0.2242115876239179
1245,0.21798230540814867
1246,0.21268302959047158
1247,0.20579742552464442
1248,0.20011397540598175
1249,0.1944282122766685
1250,0.18874013472157003
1251,0.18223918401202877
1252,0.17662905093731762
1253,0.17144451086064016
1254,0.16587414784719812
1255,0.16023074704402607
1256,0.15458493193559164
1257,0.14893670096485412
1258,0.14181742435099842
1259,0.1364006492863572
1260,0.12885591399104346
1261,0.11945449693755261
1262,0.11056284954616036
1263,0.10166736799477949
1264,0.09276804978389563
1265,0.08696385700151144
1266,0.08104352109227175
1267,0.07357584674190676
1268,0.06637846279587745
1269,0.05954748441964863
1270,0.05271345297729901
1271,0.04587636641123183
1272,0.03880077531805348
1273,0.03272493474242388
1274,0.027461588793245006
1275,0.021850034206964963
1276,0.013710801249078308
1277,0.005568258351344113
1278,-0.0025775965169314574
1279,-0.010497954345040306
1280,-0.01796062526641684
1281,-0.02072804292815178
1282,-0.025381750733494357
1283,-0.031410617350530856
1284,-0.03744238532496613
1285,-0.04548875189614421
1286,-0.05361107742208748
1287,-0.06045566562813409
1288,-0.06832034256165809
1289,-0.07654163107537393
1290,-0.08526546310851568
1291,-0.09399314115324131
1292,-0.10149684965578576
1293,-0.10923276029601325
1294,-0.11654519158926302
1295,-0.1268712050156875
1296,-0.13844892717675794
1297,-0.14841450488546482
1298,-0.15838461193834874
1299,-0.16851884913866577
1300,-0.17756999523124417
1301,-0.1855001568271506
1302,-0.19528167600837687
1303,-0.20464954119787304
1304,-0.21484367833257156
1305,-0.22504216585982473
1306,-0.23420893956660116
1307,-0.24283584127145375
1308,-0.25188474833510455
1309,-0.2600877553952694
1310,-0.2676848349635881
1311,-0.2756725432891436
1312,-0.2834928945168089
1313,-0.29131670938921506
1314,-0.2982901058044698
1315,-0.30557353491593364
1316,-0.3127015368601027
1317,-0.32075821720647646
1318,-0.32877161854093107
1319,-0.336788541275963
1320,-0.344808987744873
1321,-0.3530623848828274
1322,-0.36310454481223964
1323,-0.3716690129679199
1324,-0.3793421038692495
1325,-0.3871632440118331
1326,-0.3949878078134441
1327,-0.4028157975359292
1328,-0.4110322354262701
1329,-0.41946338851681375
1330,-0.4296077891438319
1331,-0.44820315370973063
1332,-0.46024738927916875
1333,-0.47229715772581304
1334,-0.4835417176111543
1335,-0.4942904556246397
1336,-0.5049235996399251
1337,-0.5169490900836662
1338,-0.5286873569051922
1339,-0.5382779571733192
1340,-0.5478730330334303
1341,-0.5574254011768671
1342,-0.5658961605772994
1343,-0.5752395226606035
1344,-0.584739160295543
1345,-0.5934437140480258
1346,-0.601621393205499
1347,-0.6092721207653105
1348,-0.6169264470123483
1349,-0.6251537070268318
1350,-0.632383323870477
1351,-0.6396042561664634
1352,-0.6485469911502948
1353,-0.65765076467041
1354,-0.6669936707011681
1355,-0.6767219673877563
1356,-0.6862224760501716
1357,-0.6971907627577938
1358,-0.707847238685531
1359,-0.7188629152461559
1360,-0.7293072121743309
1361,-0.7354784542150785
1362,-0.74718238142587
1363,-0.7590164290848183
1364,-0.7704436208784502
1365,-0.7807425164896094
1366,-0.7900672135930522
1367,-0.7991060384625284
1368,-0.8079072865584633
1369,-0.8167125252626324
1370,-0.825554823166347
1371,-0.8356391245490897
1372,-0.845637788183387
1373,-0.8555936469728946
1374,-0.8665396682741955
1375,-0.8773042008603271
1376,-0.8886163266116442
1377,-0.89919265432445
1378,-0.9094188704984871
1379,-0.9186903533585102
1380,-0.9277771850839924
1381,-0.9374215397300771
1382,-0.947113994379869
1383,-0.9565092492408773
1384,-0.9660917296467533
1385,-0.9758257211321393
1386,-0.9876325785444031
1387,-0.998267842255073
1388,-1.0082569836312878
1389,-1.0182560468141606
1390,-1.028226673933367
1391,-1.0363820208291328
1392,-1.0598157853857328
1393,-1.06603857023664
1394,-1.0728481665749277
1395,-1.0801369354442967
1396,-1.0865774118682276
1397,-1.0938258144663324
1398,-1.1006896398001462
1399,-1.107620114596739
1400,-1.1141539681578179
1401,-1.1206967257296752
1402,-1.1274433206990917
1403,-1.1348033149002896
1404,-1.1418914947129837
1405,-1.1510947569092718
1406,-1.159976489584837
1407,-1.1710661888002516
1408,-1.1823526183858588
1409,-1.1930919463713252
1410,-1.2039526241236977
1411,-1.2156625789877902
1412,-1.22665225354306
1413,-1.2377667103701748
1414,-1.248208054435791
1415,-1.2584246036309397
1416,-1.2691380037421682
1417,-1.2788911478921374
1418,-1.287411751321705
1419,-1.297101373011615
1420,-1.3011218938314846
1421,-1.3111407291226707
1422,-1.3212037957697786
1423,-1.33150550672614
1424,-1.3413379680972506
1425,-1.3512431791333448
1426,-1.3623069874118263
1427,-1.372950797234111
1428,-1.3839706386138984
1429,-1.394264486854687
1430,-1.405405662783874
1431,-1.4159368905355336
1432,-1.4300012970797686
1433,-1.4393394260465397
1434,-1.4493750194862
1435,-1.459893324638129
1436,-1.470538286685258
1437,-1.4800903129099465
1438,-1.4893275741325311
1439,-1.4986763536815308
1440,-1.5059294477627727
1441,-1.5138785824707082
1442,-1.5223921841280328
1443,-1.5295808397179353
1444,-1.5366973082715951
1445,-1.5437695689673294
1446,-1.5510690423747242
1447,-1.560609181022059
1448,-1.571807906770867
1449,-1.5841776437393476
1450,-1.5969004034040006
1451,-1.6085847782148273
1452,-1.6210795956691673
1453,-1.6334539566545514
1454,-1.6446615198577712
1455,-1.6548997225138056
1456,-1.664303627355313
1457,-1.6719972150416629
1458,-1.68128002473044
1459,-1.691489024390619
1460,-1.7015764615959181
1461,-1.7097355353685009
1462,-1.7192858427386097
1463,-1.727849201027687
1464,-1.7365769054264524
1465,-1.7445104542538221
1466,-1.7524378121794326
1467,-1.7606696090877723
1468,-1.7695208308592196
1469,-1.777517968454963
1470,-1.7855715834449866
1471,-1.7936748913975817
1472,-1.802146972732337
1473,-1.8106906533843166
1474,-1.817626000149973
1475,-1.8244549072297618
1476,-1.8319062726472781
1477,-1.8393391284019884
1478,-1.8481009492982468
1479,-1.8553329006978903
1480,-1.8629858113540436
1481,-1.8711763002133486
1482,-1.8678286082787725
1483,-1.8745185450880726
1484,-1.8822559470872973
1485,-1.8912671807425507
1486,-1.9008488199975249
1487,-1.9104355321302178
1488,-1.9200273212142074
1489,-1.929278572154976
1490,-1.9382649406923544
1491,-1.947095599728991
1492,-1.9558419588893985
1493,-1.9645875881251795
1494,-1.9745119982085777
1495,-1.9844418818201266
1496,-1.9931458553158894
1497,-2.0015089136337663
1498,-2.00893490151343
1499,-2.01691823287847
1500,-2.025383974543841
1501,-2.033854673745015
1502,-2.0424902402456064
1503,-2.0515140294978105
1504,-2.059420517871521
1505,-2.066728166935148
1506,-2.0712350644671824
1507,-2.0755950307888664
1508,-2.0799577580805932
1509,-2.0845222393432854
1510,-2.088234767030909
1511,-2.0920799449138414
1512,-2.097047220727055
1513,-2.1012547354808975
1514,-2.106769131013624
1515,-2.11228717576119
1516,-2.117738797088988
1517,-2.1224895133302493
1518,-2.127662724929821
1519,-2.133120780545612
1520,-2.136269440028225
1521,-2.1414312628280276
1522,-2.146596367828181
1523,-2.1566283950413148
1524,-2.1615566357610456
1525,-2.166681451320806
1526,-2.1719149337162262
1527,-2.176709582266577
1528,-2.180295491355568
1529,-2.1838838184395053
1530,-2.1874745658072197
1531,-2.1896269834840405
1532,-2.1938068608923302
1533,-2.196225402323157
1534,-2.199151850244049
1535,-2.203666600431972
1536,-2.208184488145382
1537,-2.212705516443318
1538,-2.219115020694825
1539,-2.2254572064570572
1540,-2.2314885670964246
1541,-2.2374917599598296
1542,-2.2427372115566273
1543,-2.2536151835342633
1544,-2.258740376299322
1545,-2.2639817329575376
1546,-2.269425227693895
1547,-2.274760244210597
1548,-2.2782676176003394
1549,-2.2820952363845137
1550,-2.2859254463734278
1551,-2.290137827508885
1552,-2.293458417206727
1553,-2.2976308265870156
1554,-2.3045844457887608
1555,-2.3108585668892907
1556,-2.3153839973129076
1557,-2.319911945399922
1558,-2.324666112144966
1559,-2.3275738412975358
1560,-2.3317380047417586
1561,-2.3355562221759127
1562,-2.337640559300235
1563,-2.3417653249136974
1564,-2.3458927658371227
1565,-2.349933617899839
1566,-2.353428938567604
1567,-2.3565749275433516
1568,-2.359952177133396
1569,-2.36050243776233
1570,-2.3618265853722855
1571,-2.3631518986315188
1572,-2.3637639330666227
1573,-2.3613946117668423
1574,-2.3639762486850477
1575,-2.365480035944726
1576,-2.3658731705020273
1577,-2.3662958437208435
1578,-2.366719378153972
1579,-2.3671437749438997
1580,-2.3701646263577194
1581,-2.3724803664607705
1582,-2.3725085499118306
1583,-2.374013563690923
1584,-2.374972969851508
1585,-2.3759333509437255
1586,-2.376894708085622
1587,-2.378013731144007
1588,-2.380291668467647
1589,-2.3847140825295012
1590,-2.388640037805682
1591,-2.391154029572297
1592,-2.39366983784491
1593,-2.3961874644052585
1594,-2.3983134358471263
1595,-2.3997282298739133
1596,-2.400128653493746
1597,-2.4002099126051926
1598,-2.3980466365469875
1599,-2.395882521138412
1600,-2.3937175659256296
1601,-2.3907682270443216
1602,-2.389957651969697
1603,-2.3887867524556325
1604,-2.386570472548348
1605,-2.384212216784637
1606,-2.3818532693720247
1607,-2.380418146790941
1608,-2.3787106702337377
1609,-2.377241170451496
1610,-2.3755163560555506
1611,-2.3716138112811516
1612,-2.369848991832149
1613,-2.3680837634235257
1614,-2.3663181261375117
1615,-2.3654837579103853
1616,-2.3659367300833827
1617,-2.366391891048522
1618,-2.3662589481908327
1619,-2.3669141559012905
1620,-2.367570366453875
1621,-2.3682275811490694
1622,-2.36880440844856
1623,-2.369650722087279
1624,-2.3716060464704176
1625,-2.372812692731765
1626,-2.372671261611554
1627,-2.3725302655013794
1628,-2.37238970513211
1629,-2.3717399664997316
1630,-2.370621487348579
1631,-2.3699683773400375
1632,-2.3682555482622796
1633,-2.3677701305680703
1634,-2.367285160790887
1635,-2.3668006398209878
1636,-2.3656116478544265
1637,-2.361812392585829
1638,-2.3587032654769917
1639,-2.356881613594372
1640,-2.354982828203519
1641,-2.3530834525192024
1642,-2.3511834863515464
1643,-2.3484245223855664
1644,-2.345169416241026
1645,-2.342440745215387
1646,-2.3319151099981568
1647,-2.3290032823064326
1648,-2.3260903957355774
1649,-2.323064061000089
1650,-2.320697489021806
1651,-2.31793948842307
1652,-2.3147184918899164
1653,-2.3115421518421586
1654,-2.308653961371066
1655,-2.3057646712503495
1656,-2.302921467408752
1657,-2.3001152782104555
1658,-2.2974177199579557
1659,-2.292524415750554
1660,-2.289090490929473
1661,-2.286424207923451
1662,-2.2837569870215333
1663,-2.2808261092622164
1664,-2.2779325013717315
1665,-2.276631414774924
1666,-2.2753641070147648
1667,-2.2719031456791168
1668,-2.2694040187763136
1669,-2.2669040240643508
1670,-2.264256898957605
1671,-2.261020664825047
1672,-2.2576748128095456
1673,-2.2544039156387097
1674,-2.2518967135164356
1675,-2.249079734836954
1676,-2.251772785861254
1677,-2.2489372358315673
1678,-2.245484533598667
1679,-2.2416412344334873
1680,-2.2397556707408643
1681,-2.2380935052647626
1682,-2.236745690372727
1683,-2.235397747471117
1684,-2.234049676905112
1685,-2.2328541572812135
1686,-2.2295448500872848
1687,-2.2260317773880427
1688,-2.2223912284804435
1689,-2.217752778602879
1690,-2.2131121823052915
1691,-2.208469438128404
1692,-2.2038576968573906
1693,-2.2001082707452717
1694,-2.196552690014231
1695,-2.191472040739667
1696,-2.1888567603902924
1697,-2.1838769216763083
1698,-2.1793542723901798
1699,-2.1749169378317514
1700,-2.1705651654131657
1701,-2.162815490743098
1702,-2.156330946420425
1703,-2.1503879433648745
1704,-2.1444420381776776
1705,-2.139777656923158
1706,-2.1356147175960096
1707,-2.1172130784464365
1708,-2.114293712906303
1709,-2.1095480732570486
1710,-2.1043149583292706
1711,-2.1001283303145435
1712,-2.0959472039981435
1713,-2.092552973877238
1714,-2.0883984914192517
1715,-2.0851031154089767
1716,-2.081578064152408
1717,-2.078194059314999
1718,-2.0749329454770713
1719,-2.072282227298553
1720,-2.068198088567053
1721,-2.0627243754159075
1722,-2.0551660461689423
1723,-2.0476960088206386
1724,-2.0411772797408645
1725,-2.033700153196225
1726,-2.0241888201759757
1727,-2.0165059440072515
1728,-2.0088520227814133
1729,-2.002989433671315
1730,-1.9968842594653875
1731,-1.9882230092099622
1732,-1.9800296890894824
1733,-1.972960143019863
1734,-1.9640617154209927
1735,-1.9615398763419325
1736,-1.953418088044332
1737,-1.9457597410224565
1738,-1.9376523695860968
1739,-1.9300153550039454
1740,-1.9223066988835864
1741,-1.9139412027951046
1742,-1.9057337462465807
1743,-1.8967575018520488
1744,-1.8897017713193502
1745,-1.8826192828273545
1746,-1.875310506634035
1747,-1.868124058535674
1748,-1.8615626482239485
1749,-1.8568758812155277
1750,-1.8511716899649748
1751,-1.8453779526567793
1752,-1.8403451890208142
1753,-1.8356300510566825
1754,-1.8308062581081135
1755,-1.8276902210130253
1756,-1.8239041965510374
1757,-1.8361156910659648
1758,-1.8323032962591927
1759,-1.8286872599659656
1760,-1.8252603949059232
1761,-1.8215951525854681
1762,-1.8161768268218026
1763,-1.8101053712305024
1764,-1.8039530938110406
1765,-1.7978872057027182
1766,-1.7908219059605024
1767,-1.7827792191325749
1768,-1.7746119448114914
1769,-1.7683958455738598
1770,-1.7616386507443096
1771,-1.7567473904286626
1772,-1.7527503125875672
1773,-1.7468463919785115
1774,-1.7375843647049098
1775,-1.7280423430675302
1776,-1.7189749975916389
1777,-1.7098801429884638
1778,-1.7023814277762153
1779,-1.6956252205747955
1780,-1.6915112329031725
1781,-1.6877053002345281
1782,-1.6837272348947074
1783,-1.6789020285528498
1784,-1.6745519537340527
1785,-1.6658455672471337
1786,-1.6614111946747254
1787,-1.6571797234232246
1788,-1.6518861050028057
1789,-1.647014288451924
1790,-1.6419746289775077
1791,-1.6372563187402651
1792,-1.6325808253326173
1793,-1.626973887273376
1794,-1.6217516397009923
1795,-1.6161371401349793
1796,-1.6109542947027862
1797,-1.6184480395183112
1798,-1.6146263743956641
1799,-1.6103096721850392
1800,-1.6047140995053955
1801,-1.5998505208382614
1802,-1.5942661134318765
1803,-1.5881567945617867
1804,-1.582782364752811
1805,-1.577435325967178
1806,-1.5725336209238527
1807,-1.5670146718611555
1808,-1.5594765157463577
1809,-1.5516470319809272
1810,-1.5433302094479249
1811,-1.5337077592395083
1812,-1.523837975505291
1813,-1.5166730511786763
1814,-1.5091561319578481
1815,-1.501179271933431
1816,-1.494630653736671
1817,-1.4877904429859399
1818,-1.4805459130386929
1819,-1.4741239208486494
1820,-1.468654036164029
1821,-1.4650573746034343
1822,-1.4614456715611297
1823,-1.4564859658780556
1824,-1.4505310217756229
1825,-1.444575555856451
1826,-1.4381888791786785
1827,-1.4316597224649001
1828,-1.425455922446064
1829,-1.4184720606677779
1830,-1.4122954567622745
1831,-1.4060242882400367
1832,-1.4008112025718766
1833,-1.395048570162988
1834,-1.3895738068960686
1835,-1.384973887832908
1836,-1.3781431933304145
1837,-1.3714138932889153
1838,-1.3648644174414084
1839,-1.3579900613406188
1840,-1.3511668101350374
1841,-1.3448653996728268
1842,-1.3391644881538571
1843,-1.3342112693453139
1844,-1.3302626947042562
1845,-1.3257107034256688
1846,-1.3225706313691123
1847,-1.314488074541483
1848,-1.3109260953883393
1849,-1.3068266503326047
1850,-1.3019263811476467
1851,-1.297023424552048
1852,-1.2917895723329504
1853,-1.2854057916523267
1854,-1.2791285477091314
1855,-1.2733215385295846
1856,-1.2671996854788343
1857,-1.262381244445331
1858,-1.25254810427111
1859,-1.2482589086039741
1860,-1.244559323404367
1861,-1.2393656732880327
1862,-1.2326377248267768
1863,-1.2266078882524845
1864,-1.2210214000801294
1865,-1.2154319136684393
1866,-1.209644480151816
1867,-1.2044845827967183
1868,-1.1986159985418219
1869,-1.1955017255136422
1870,-1.1939161945937489
1871,-1.194101500895421
1872,-1.194287138373996
1873,-1.19506384269922
1874,-1.194931078949736
1875,-1.1912620847336814
1876,-1.1869630491734675
1877,-1.182931513411539
1878,-1.1793427415053674
1879,-1.1757521232544121
1880,-1.1723932814940685
1881,-1.1700555524041896
1882,-1.1674806852761233
1883,-1.1645126967247457
1884,-1.1633428499217509
1885,-1.1609242515383453
1886,-1.1585044522754586
1887,-1.15666654566858
1888,-1.15777485013788
1889,-1.154270143866821
1890,-1.1505303716305928
1891,-1.1457046230448036
1892,-1.1413914156458134
1893,-1.1370758991912258
1894,-1.1329025886331205
1895,-1.1282159552407158
1896,-1.124196397849456
1897,-1.1197440337652438
1898,-1.1135472628688348
1899,-1.1081385220927764
1900,-1.1027268119508875
1901,-1.0973121299978033
1902,-1.0919097691969473
1903,-1.0870304680128928
1904,-1.0810224817643714
1905,-1.0755389959243917
1906,-1.0689122380288438
1907,-1.0622818456282026
1908,-1.0570324970871194
1909,-1.0529253355302295
1910,-1.05035049092721
1911,-1.0502196852479084
1912,-1.0508874659675769
1913,-1.0521539012122556
1914,-1.0524236428493694
1915,-1.0533113851127087
1916,-1.0554498272699568
1917,-1.0570410225205293
1918,-1.0571546840944688
1919,-1.0573250311521445
1920,-1.056043917556707
1921,-1.0549454548194888
1922,-1.0531629992987828
1923,-1.052522381072471
1924,-1.0524319373844016
1925,-1.0517226923850629
1926,-1.0515775964336918
1927,-1.051475541415158
1928,-1.05175340223348
1929,-1.0506775457207205
1930,-1.0514143097925608
1931,-1.0508125683362142
1932,-1.0474665656984943
1933,-1.0445665773512687
1934,-1.0408820089442958
1935,-1.0368670914742673
1936,-1.0335858372744742
1937,-1.0308954563509474
1938,-1.024657051301908
1939,-1.0211140569016628
1940,-1.0187257544169697
1941,-1.0180331957785338
1942,-1.0173405311313424
1943,-1.016752196266065
1944,-1.0156471023160876
1945,-1.0173062887218993
1946,-1.0179786362647008
1947,-1.0197243304820613
1948,-1.0195887070382739
1949,-1.0194533434460276
1950,-1.0194222265001471
1951,-1.0195875349612997
1952,-1.0206573331110285
1953,-1.0221173439349656
1954,-1.0228771341080467
1955,-1.0236748970825733
1956,-1.0244735763804425
1957,-1.0254565478139988
1958,-1.0257265021627404
1959,-1.0269057959257086
1960,-1.0245721849706726
1961,-1.0242287274037665
1962,-1.023223208447229
1963,-1.022217290596375
1964,-1.02064284225548
1965,-1.0192924469224245
1966,-1.0182696956920267
1967,-1.0187061535199309
1968,-1.0187339419481383
1969,-1.018710043059782
1970,-1.0186864379150844
1971,-1.0184905420211745
1972,-1.0178996680314452
1973,-1.0177809727770981
1974,-1.0193218159057622
1975,-1.0204787405378237
1976,-1.0216766283912602
1977,-1.0228755259184084
1978,-1.0239029591375637
1979,-1.0237851284882407
1980,-1.0233519419981896
1981,-1.023115374751276
1982,-1.0233651398490107
1983,-1.0236978454277317
1984,-1.0240310712939262
1985,-1.0237961125245842
1986,-1.023718552620636
1987,-1.0231253485467793
1988,-1.0213445777499075
1989,-1.0171658089441689
1990,-1.0133810342713758
1991,-1.009594142846705
1992,-1.0058724708403624
1993,-1.001201781636091
1994,-0.9971225302881841
1995,-0.9947485319013118
1996,-0.9955516227767536
1997,-0.9951337358889951
1998,-0.9947158992959775
1999,-0.9936897876536186
2000,-0.9927047848300017
2001,-0.9925085485371845
2002,-0.992629768929655
2003,-0.9930876622677474
2004,-0.9955497569942082
2005,-0.998013617334486
2006,-0.9987216389534588
2007,-0.9996673475452962
2008,-1.001527507989593
2009,-1.0034224139854082
2010,-1.0056532251597439
2011,-1.0052749710530424
2012,-1.0072603452423738
2013,-1.0088527453984
2014,-1.011000236611757
2015,-1.0124789789214166
2016,-1.0155698265636648
2017,-1.0151277220452855
2018,-1.014774104860928
2019,-1.014420380355796
2020,-1.0106681651151348
2021,-1.0064382525953732
2022,-1.0013395746002427
2023,-0.9971122426504095
2024,-0.9942997913393992
2025,-0.9905066063415688
2026,-0.9867112699640046
2027,-0.9825216041817999
2028,-0.9768717154442967
2029,-0.9728833253254177
2030,-0.9685034400403651
2031,-0.9641597196028826
2032,-0.9594722910673852
2033,-0.9547821873712454
2034,-0.9507997637185905
2035,-0.9473283560849257
2036,-0.9442847731766069
2037,-0.9423797637584475
2038,-0.9404745405103476
2039,-0.9383020124985606
2040,-0.9361282366986767
2041,-0.9355180133118406
2042,-0.9339723912617863
2043,-0.9329808137863065
2044,-0.9307251074045482
2045,-0.9273358729815637
2046,-0.927024983769865
2047,-0.9267139536927296
2048,-0.9252399644904852
2049,-0.9232115358332074
2050,-0.9230026686329715
2051,-0.9228711593387828
2052,-0.920934194899516
2053,-0.9190370722828209
2054,-0.9171388790500092
2055,-0.914871421561033
2056,-0.9102720315122035
2057,-0.9051211898364784
2058,-0.9016841517136989
2059,-0.8994406196726388
2060,-0.8972033841791323
2061,-0.8965767156444944
2062,-0.8944400723049792
2063,-0.8942764441134337
2064,-0.8928760415263053
2065,-0.8903508367320843
2066,-0.8873674847621622
2067,-0.8849774085585125
2068,-0.8824938514738463
2069,-0.8822868150678431
2070,-0.8843331628407345
2071,-0.8858296592697137
2072,-0.8692793083710786
2073,-0.869822295686145
2074,-0.8705220977312464
2075,-0.8706292195071175
2076,-0.8703392445639135
2077,-0.8706466034345386
2078,-0.871504566970966
2079,-0.8708162944136237
2080,-0.8698929909683191
2081,-0.8694125253301888
2082,-0.8658859764063589
2083,-0.8620390139973768
2084,-0.857534455590125
2085,-0.8560406706155899
2086,-0.8563700000400125
2087,-0.8567782854285948
2088,-0.856015369188782
2089,-0.8594501308697531
2090,-0.8644199963216828
2091,-0.8613444400888124
2092,-0.8654578979647738
2093,-0.8680693619893418
2094,-0.8693757921576637
2095,-0.8701684621521988
2096,-0.870662366454054
2097,-0.8704554998035157
2098,-0.8712148790332517
2099,-0.8738964428630549
2100,-0.881152793339826
2101,-0.8836208930867144
2102,-0.8861314217378506
2103,-0.8896365768680354
2104,-0.8949116581759071
2105,-0.8995521173739416
2106,-0.902775832357209
2107,-0.9076502871368302
2108,-0.9123418493219226
2109,-0.9190931669408009
2110,-0.9258214703329486
2111,-0.9315862401353119
2112,-0.9372504290347194
2113,-0.9432710595457525
2114,-0.9498807440744681
2115,-0.9563090744038849
2116,-0.9620804813609212
2117,-0.968574713722596
2118,-0.9763315734441225
2119,-0.9802103523442423
2120,-0.9838103044050914
2121,-0.9876837015933067
2122,-1.0125709029521737
2123,-1.018481740896215
2124,-1.0248236472284127
2125,-1.0316348272296256
2126,-1.0388057882129935
2127,-1.044062173624141
2128,-1.0480014208650097
2129,-1.0519434384065107
2130,-1.05488540322294
2131,-1.0580386104470865
2132,-1.0638478599221237
2133,-1.070417143028477
2134,-1.0753770404422145
2135,-1.0817594616953592
2136,-1.0884255084752255
2137,-1.0942567542872297
2138,-1.1011438806756892
2139,-1.1078654095797997
2140,-1.1105134511335688
2141,-1.112233592830048
2142,-1.1145848023823532
2143,-1.1168603538688675
2144,-1.11972571054425
2145,-1.124135467117533
2146,-1.1298069574986567
2147,-1.139265877414557
2148,-1.1494547219496436
2149,-1.161736632349239
2150,-1.1733211325108712
2151,-1.1708109949042242
2152,-1.181783495190638
2153,-1.1939467225222415
2154,-1.2054832793817578
2155,-1.2165363658096808
2156,-1.2254725596807656
2157,-1.234573632153733
2158,-1.243888523761914
2159,-1.2502386577155118
2160,-1.2609839973917634
2161,-1.2730093242856473
2162,-1.2886036594132175
2163,-1.3003681700142238
2164,-1.3123023350940333
2165,-1.3237421636084736
2166,-1.3354460977606148
2167,-1.347146916292063
2168,-1.358335525128826
2169,-1.3696425136330639
2170,-1.3796983212931266
2171,-1.390593717157989
2172,-1.4025621898118015
2173,-1.4111603878197378
2174,-1.4206705130396546
2175,-1.4296981161719575
2176,-1.4406534202531311
2177,-1.4532135101351944
2178,-1.466045552354542
2179,-1.478185765368634
2180,-1.4907115450391135
2181,-1.5030805785434875
2182,-1.5165210931795716
2183,-1.5304620388050836
2184,-1.540286380465222
2185,-1.5490999661444942
2186,-1.558509055231056
2187,-1.5677440841361285
2188,-1.576189472931068
2189,-1.5849235523319347
2190,-1.5948711531208648
2191,-1.6052462863540686
2192,-1.6156267159530948
2193,-1.6251530570259654
2194,-1.6356199715976842
2195,-1.6459677378758695
2196,-1.6538152787794633
2197,-1.661540447937293
2198,-1.6695756630391596
2199,-1.6771842005422073
2200,-1.685439120459753
2201,-1.6951921142232464
2202,-1.706933385243472
2203,-1.7193554264574367
2204,-1.7298709581478366
2205,-1.7383798494048293
2206,-1.7480518485508032
2207,-1.760087695699946
2208,-1.77581688318927
2209,-1.7917878276805599
2210,-1.808036403628675
2211,-1.8242876127359082
2212,-1.8400021268500595
2213,-1.8266010855321788
2214,-1.8421021723566238
2215,-1.857616600748738
2216,-1.8731443878612097
2217,-1.8885453921692967
2218,-1.9044653518055021
2219,-1.9168787270943817
2220,-1.9288231294498637
2221,-1.9424710752177994
2222,-1.9561302091428345
2223,-1.9684158636435196
2224,-1.9796752769818635
2225,-1.9901876110150134
2226,-2.0009235908524197
2227,-2.010685882699292
2228,-2.019740621524946
2229,-2.029802066710749
2230,-2.0392555376508703
2231,-2.0484701377207273
2232,-2.0590163403867763
2233,-2.07077096463642
2234,-2.0822714686767245
2235,-2.0923079795026087
2236,-2.1021698044052055
2237,-2.1127235973854734
2238,-2.1228575386385042
2239,-2.132746119971875
2240,-2.142299796827709
2241,-2.152281156844186
2242,-2.1678839480780194
2243,-2.183122770670469
2244,-2.199731281131367
2245,-2.215016066170472
2246,-2.231255070845995
2247,-2.2510897070628033
2248,-2.269867137478821
2249,-2.288661916660031
2250,-2.30780327717107
2251,-2.326227231097649
2252,-2.3445436687840786
2253,-2.3667292513826066
2254,-2.385089013218577
2255,-2.4030847630745473
2256,-2.4206035282859766
2257,-2.4381398781456607
2258,-2.4555894027761838
2259,-2.4751640016296825
2260,-2.491889432017377
2261,-2.51009082339586
2262,-2.53111337616164
2263,-2.5532244131136235
2264,-2.5753581144736355
2265,-2.5974105278626993
2266,-2.6196568754037965
2267,-2.642392785393101
2268,-2.6656807580217112
2269,-2.6872124834187066
2270,-2.706543056557578
2271,-2.725893513207522
2272,-2.74508050855939
2273,-2.7659406344868867
2274,-2.8045270854520528
2275,-2.824984759465048
2276,-2.843151825089489
2277,-2.8612255434969995
2278,-2.8793173512827064
2279,-2.8970755560840598
2280,-2.9227715927695908
2281,-2.9542738794276318
2282,-2.996237644425662
2283,-3.0424697959115203
2284,-3.0900135006948997
2285,-3.1376237141313776
2286,-3.203000205438192
2287,-3.2484500904587694
2288,-3.273074231528337
2289,-3.2695311833254
2290,-3.2652656431700837
2291,-3.2623233922043653
2292,-3.2593793322785523
2293,-3.256105135644553
2294,-3.25271866755444
2295,-3.2484832006570556
2296,-3.2436789293395965
2297,-3.236782395171179
2298,-3.228008656573323
2299,-3.2192297381820953
2300,-3.209708376721334
2301,-3.200380906799822
2302,-3.193435034463704
2303,-3.1882032873541792
2304,-3.1956407929856283
2305,-3.1933836623417626
2306,-3.1911252193624495
2307,-3.1887981249532977
2308,-3.18552217931175
2309,-3.1822585400598857
2310,-3.1781321931692634
2311,-3.170810081891151
2312,-3.164237668277961
2313,-3.1576612160349313
2314,-3.1516890470897625
2315,-3.144248358280011
2316,-3.1359105685850928
2317,-3.126795222000455
2318,-3.117959486048399
2319,-3.105899154750796
2320,-3.0938318365686683
2321,-3.083515131569156
2322,-3.075503839801266
2323,-3.068418456271292
2324,-3.0602715749135516
2325,-3.0545578039346353
2326,-3.0482502779244474
2327,-3.0419389806780543
2328,-3.035558763160928
2329,-3.0304936121572457
